avgRequestInterval, maxPacketsIn, maxPacketsOut, ratioPackets, packetSize
1,0000,66877.69,348431,44,7918.886363636364,543.9227952570756
1,0001,66158.34,348429,66,5279.227272727273,543.8906386299986
1,0002,
